,Job Tier,Job Type,Skill
1370,Intermediate,Hourly,Microsoft Power BI
1371,Intermediate,Hourly,Microsoft SQL Server Administration
1372,Intermediate,Hourly,Adobe Business Catalyst
1373,Intermediate,Hourly,Data Analytics
1374,Intermediate,Hourly,MySQL Administration
1375,Intermediate,Hourly,PHP
1376,Intermediate,Hourly,Python
1377,Intermediate,Hourly,SQL
1378,Intermediate,Hourly,Web Design
1379,Entry,Hourly,Blockchain
1380,Entry,Hourly,Ethereum
1381,Intermediate,Hourly,Algorithm Development
1382,Intermediate,Hourly,Algorithms
1383,Intermediate,Hourly,Foreign Exchange Trading
1384,Intermediate,Hourly,Investment Research
1385,Intermediate,Hourly,Quantitative Analysis
1386,Entry,Fixed-Price,Android App Development
1387,Entry,Fixed-Price,Firebase
1388,Intermediate,Hourly,Data Scraping
1389,Intermediate,Hourly,ScrapeBox
1390,Intermediate,Hourly,Web Scraping
1391,Expert,Hourly,Business Analysis
1392,Expert,Hourly,Business Continuity Planning
1393,Expert,Hourly,Disaster Recovery
1394,Expert,Hourly,Fraud Analysis
1395,Expert,Hourly,Risk Management
1396,Intermediate,Fixed-Price,Data Mining
1397,Intermediate,Fixed-Price,LinkedIn Development
1398,Intermediate,Hourly,Amazon Web Services
1399,Intermediate,Hourly,Apache Hive
1400,Intermediate,Hourly,Apache Spark
1401,Intermediate,Hourly,Apache Cassandra
1402,Intermediate,Hourly,Hadoop
1403,Intermediate,Hourly,Java
1404,Intermediate,Hourly,Python
1405,Intermediate,Hourly,Scala
1406,Intermediate,Fixed-Price,Excel VBA
1407,Intermediate,Fixed-Price,Financial Analysis
1408,Intermediate,Fixed-Price,Financial Forecasting
1409,Intermediate,Fixed-Price,Financial Modeling
1410,Intermediate,Fixed-Price,Microsoft Excel
1411,Expert,Fixed-Price,Excel VBA
1412,Expert,Fixed-Price,Internet Surveys
1413,Expert,Fixed-Price,Survey Design
1414,Expert,Fixed-Price,SurveyMonkey
1415,Entry,Hourly,Internet Research
1416,Intermediate,Hourly,Analytics
1417,Intermediate,Hourly,Business Intelligence
1418,Intermediate,Hourly,Data Science
1419,Intermediate,Hourly,SQL
1420,Intermediate,Fixed-Price,Microsoft Excel
1421,Intermediate,Fixed-Price,Typing
1422,Expert,Hourly,Argus
1423,Expert,Hourly,Financial Analysis
1424,Expert,Hourly,Financial Modeling
1425,Expert,Hourly,Real Estate Appraisal
1426,Expert,Hourly,Real Estate IDX
1427,Expert,Hourly,Real Estate Law
1428,Expert,Hourly,Real Estate Management
1429,Expert,Hourly,Statistics
1430,Expert,Hourly,Artificial Intelligence
1431,Expert,Hourly,Big Data
1432,Expert,Hourly,Business Analysis
1433,Expert,Hourly,Business Proposal Writing
1434,Expert,Hourly,Data Analytics
1435,Expert,Hourly,Healthcare Information Technology
1436,Expert,Hourly,Market Research
1437,Expert,Hourly,Requirements Analysis
1438,Intermediate,Hourly,Microsoft Excel
1439,Intermediate,Fixed-Price,Python
1440,Intermediate,Fixed-Price,Scrapy
1441,Intermediate,Fixed-Price,Selenium
1442,Intermediate,Hourly,Business Intelligence
1443,Intermediate,Hourly,Data Analytics
1444,Intermediate,Hourly,Data Visualization
1445,Intermediate,Hourly,Machine Learning
1446,Intermediate,Hourly,Microsoft Excel
1447,Intermediate,Hourly,Python
1448,Intermediate,Hourly,R
1449,Entry,Fixed-Price,English
1450,Intermediate,Fixed-Price,Data Analytics
1451,Intermediate,Fixed-Price,Data Science
1452,Intermediate,Fixed-Price,JSON
1453,Intermediate,Fixed-Price,R
1454,Entry,Hourly,Business Planning
1455,Entry,Hourly,Data Analytics
1456,Entry,Hourly,Data Visualization
1457,Entry,Hourly,Excel VBA
1458,Entry,Hourly,Financial Analysis
1459,Entry,Hourly,Financial Modeling
1460,Entry,Hourly,Google Analytics
1461,Entry,Hourly,Google Spreadsheets
1462,Entry,Hourly,Google Tag Manager
1463,Entry,Hourly,Microsoft Excel
1464,Expert,Fixed-Price,Image Processing
1465,Expert,Fixed-Price,Python
1466,Entry,Fixed-Price,Data Entry
1467,Entry,Fixed-Price,Microsoft Excel
1468,Intermediate,Hourly,Data Modeling
1469,Intermediate,Hourly,Oracle PLSQL
1470,Expert,Hourly,Data Scraping
1471,Expert,Hourly,Web Scraping
1472,Entry,Hourly,A/B Testing
1473,Entry,Hourly,Analytics
1474,Entry,Hourly,Digital Marketing
1475,Entry,Hourly,Google Analytics
1476,Entry,Hourly,Marketing Automation
1477,Intermediate,Fixed-Price,Data Entry
1478,Intermediate,Fixed-Price,Microsoft Excel
1479,Intermediate,Fixed-Price,Microsoft Word
1480,Intermediate,Hourly,MongoDB
1481,Intermediate,Hourly,Python
1482,Entry,Hourly,B2B Marketing
1483,Entry,Hourly,Data Mining
1484,Entry,Hourly,Data Scraping
1485,Entry,Hourly,Internet Research
1486,Entry,Hourly,Lead Generation
1487,Entry,Fixed-Price,API Development
1488,Entry,Hourly,Alibaba Sourcing
1489,Entry,Hourly,Data Mining
1490,Entry,Hourly,Sourcing
1491,Entry,Hourly,Virtual Assistant
1492,Intermediate,Hourly,Artificial Intelligence
1493,Intermediate,Hourly,Chatbot Development
1494,Intermediate,Hourly,Data Analytics
1495,Intermediate,Hourly,Data Science
1496,Intermediate,Hourly,Machine Learning
1497,Intermediate,Hourly,Natural Language Processing
1498,Intermediate,Hourly,Statistics
1499,Expert,Hourly,A/B Testing
1500,Expert,Hourly,Conversion Rate Optimization
1501,Entry,Fixed-Price,Data Mining
1502,Entry,Fixed-Price,Data Scraping
1503,Entry,Fixed-Price,MySQL Administration
1504,Entry,Hourly,Mathematics
1505,Entry,Hourly,Risk Management
1506,Intermediate,Fixed-Price,Data Scraping
1507,Intermediate,Fixed-Price,Web Scraping
1508,Expert,Hourly,Analytics
1509,Expert,Hourly,Data Analytics
1510,Expert,Hourly,Data Science
1511,Expert,Hourly,R
1512,Expert,Hourly,Statistics
1513,Intermediate,Fixed-Price,Operations Research
1514,Intermediate,Fixed-Price,Data Entry
1515,Intermediate,Fixed-Price,Data Scraping
1516,Intermediate,Fixed-Price,Internet Research
1517,Intermediate,Fixed-Price,Microsoft Excel
1518,Intermediate,Fixed-Price,Python
1519,Intermediate,Fixed-Price,Web Scraping
1520,Intermediate,Hourly,Algorithm Development
1521,Intermediate,Hourly,Algorithms
1522,Intermediate,Hourly,Artificial Intelligence
1523,Intermediate,Hourly,Data Mining
1524,Intermediate,Hourly,Data Science
1525,Intermediate,Hourly,Genetic Algorithms
1526,Intermediate,Hourly,Machine Learning
1527,Intermediate,Hourly,Python
1528,Entry,Fixed-Price,JavaScript
1529,Intermediate,Fixed-Price,Data Visualization
1530,Intermediate,Fixed-Price,Microsoft Excel
1531,Intermediate,Fixed-Price,Microsoft Power BI
1532,Intermediate,Fixed-Price,SQL
1533,Intermediate,Fixed-Price,Data Visualization
1534,Intermediate,Fixed-Price,Microsoft Access Programming
1535,Intermediate,Fixed-Price,Microsoft Power BI
1536,Entry,Fixed-Price,Data Analytics
1537,Entry,Fixed-Price,Google AdWords
1538,Entry,Fixed-Price,Marketing Strategy
1539,Entry,Fixed-Price,Search Engine Optimization (SEO)
1540,Entry,Fixed-Price,SEO Keyword Research
1541,Intermediate,Hourly,Microsoft Excel
1542,Intermediate,Hourly,Microsoft Excel PowerPivot
1543,Intermediate,Hourly,Microsoft PowerPoint
1544,Intermediate,Hourly,Microsoft SharePoint Administration
1545,Intermediate,Hourly,Microsoft SharePoint Development
1546,Intermediate,Hourly,MS Office 365
1547,Expert,Fixed-Price,B2B Marketing
1548,Expert,Fixed-Price,Content Writing
1549,Expert,Fixed-Price,Copywriting
1550,Expert,Fixed-Price,Email Marketing
1551,Expert,Fixed-Price,Facebook Marketing
1552,Expert,Fixed-Price,Google AdWords
1553,Expert,Fixed-Price,Internet Marketing
1554,Expert,Fixed-Price,Landing Pages
1555,Expert,Fixed-Price,Lead Generation
1556,Expert,Fixed-Price,Marketing Strategy
1557,Expert,Fixed-Price,Pay Per Click Advertising
1558,Expert,Fixed-Price,Search Engine Optimization (SEO)
1559,Expert,Fixed-Price,Social Media Marketing
1560,Expert,Fixed-Price,WordPress
1561,Intermediate,Fixed-Price,Data Analytics
1562,Intermediate,Hourly,LibreOffice
1563,Intermediate,Hourly,GNU Octave
1564,Intermediate,Hourly,Statistical Computing
1565,Expert,Hourly,Quantitative Analysis
1566,Expert,Hourly,Stata
1567,Expert,Hourly,Statistics
1568,Entry,Fixed-Price,Data Mining
1569,Entry,Fixed-Price,C
1570,Entry,Fixed-Price,Data Mining
1571,Entry,Fixed-Price,Data Scraping
1572,Entry,Fixed-Price,Java
1573,Entry,Fixed-Price,PHP
1574,Entry,Fixed-Price,Python
1575,Entry,Fixed-Price,Ruby on Rails
1576,Entry,Fixed-Price,Web Scraping
1577,Entry,Hourly,Python
1578,Entry,Hourly,Python Numpy
1579,Entry,Hourly,TensorFlow
1580,Intermediate,Hourly,Data Science
1581,Intermediate,Hourly,Machine Learning
1582,Intermediate,Hourly,Python
1583,Entry,Hourly,Data Mining
1584,Entry,Hourly,Data Scraping
1585,Entry,Hourly,Python
1586,Entry,Hourly,Web Scraping
1587,Intermediate,Fixed-Price,Machine Learning
1588,Entry,Fixed-Price,Data Mining
1589,Entry,Fixed-Price,Excel VBA
1590,Entry,Fixed-Price,Microsoft Excel
1591,Entry,Fixed-Price,Python
1592,Entry,Fixed-Price,Spreadsheets
1593,Expert,Fixed-Price,Data Analytics
1594,Expert,Fixed-Price,Machine Learning
1595,Expert,Fixed-Price,Research
1596,Expert,Fixed-Price,Writing
1597,Intermediate,Hourly,Analytics
1598,Intermediate,Hourly,Content Marketing
1599,Intermediate,Hourly,Content Strategy
1600,Intermediate,Hourly,Google Analytics
1601,Intermediate,Hourly,SEO Audit
1602,Intermediate,Hourly,SEO Keyword Research
1603,Intermediate,Hourly,SEOMoz
1604,Expert,Fixed-Price,Cover Letter Writing
1605,Entry,Hourly,Analytics
1606,Entry,Hourly,Data Encoding
1607,Entry,Hourly,Data Extraction
1608,Entry,Hourly,Data Mining
1609,Entry,Hourly,Data Scraping
1610,Entry,Hourly,Database Caching
1611,Entry,Hourly,"""Extract, Transform and Load (ETL)"""
1612,Entry,Hourly,LinkedIn Development
1613,Entry,Hourly,Scrapy
1614,Entry,Hourly,Web Scraping
1615,Entry,Hourly,Chatbot Development
1616,Entry,Hourly,Data Entry
1617,Entry,Hourly,Data Mining
1618,Entry,Hourly,Data Science
1619,Entry,Hourly,Data Scraping
1620,Entry,Hourly,Deep Learning
1621,Entry,Hourly,Drip Marketing
1622,Entry,Hourly,Email Marketing
1623,Entry,Hourly,Excel VBA
1624,Entry,Hourly,Facebook Marketing
1625,Entry,Hourly,Instagram Marketing
1626,Entry,Hourly,Internet Marketing
1627,Entry,Hourly,Internet Research
1628,Entry,Hourly,Lead Generation
1629,Entry,Hourly,LinkedIn Development
1630,Entry,Hourly,Machine Learning
1631,Entry,Hourly,Microsoft Excel
1632,Entry,Hourly,Python
1633,Entry,Hourly,Social Media Management
1634,Entry,Hourly,Social Media Marketing
1635,Entry,Hourly,Virtual Assistant
1636,Entry,Hourly,Web Scraping
1637,Expert,Fixed-Price,Machine Learning
1638,Expert,Fixed-Price,Natural Language Processing
1639,Expert,Fixed-Price,Python
1640,Expert,Fixed-Price,Web Scraping
1641,Expert,Hourly,Blog Writing
1642,Expert,Hourly,Internet Research
1643,Expert,Hourly,On-Page Optimization
1644,Expert,Hourly,SEO Keyword Research
1645,Intermediate,Fixed-Price,Data Scraping
1646,Intermediate,Fixed-Price,Internet Research
1647,Intermediate,Fixed-Price,Lead Generation
1648,Intermediate,Fixed-Price,Microsoft Excel
1649,Entry,Hourly,Microsoft Excel
1650,Entry,Hourly,Microsoft Excel
1651,Entry,Hourly,Python SciPy
1652,Intermediate,Fixed-Price,Data Mining
1653,Intermediate,Fixed-Price,Lead Generation
1654,Intermediate,Fixed-Price,Real Estate IDX
1655,Intermediate,Hourly,Content Writing
1656,Intermediate,Hourly,Illustration
1657,Intermediate,Hourly,Microsoft PowerPoint
1658,Intermediate,Hourly,Presentation Design
1659,Intermediate,Hourly,Presentations
1660,Expert,Hourly,Data Science
1661,Expert,Hourly,Machine Learning
1662,Expert,Hourly,Python
1663,Intermediate,Hourly,MySQL Administration
1664,Expert,Fixed-Price,Analytics
1665,Expert,Fixed-Price,Data Analytics
1666,Expert,Fixed-Price,Google Analytics
1667,Expert,Fixed-Price,Mathematics
1668,Entry,Hourly,Financial Analysis
1669,Entry,Hourly,Financial Forecasting
1670,Entry,Hourly,Microsoft Excel
1671,Intermediate,Hourly,Apache Spark
1672,Intermediate,Hourly,Python
1673,Intermediate,Hourly,SPARQL
1674,Entry,Fixed-Price,Research
1675,Expert,Fixed-Price,Adobe InDesign
1676,Expert,Fixed-Price,Data Visualization
1677,Expert,Fixed-Price,Graphic Design
1678,Expert,Fixed-Price,Microsoft Excel
1679,Expert,Fixed-Price,Presentation Design
1680,Intermediate,Fixed-Price,TensorFlow
1681,Intermediate,Fixed-Price,Transcription
1682,Intermediate,Fixed-Price,HTML
1683,Intermediate,Fixed-Price,PHP
1684,Intermediate,Fixed-Price,Web Scraping
1685,Intermediate,Fixed-Price,Data Entry
1686,Intermediate,Fixed-Price,Data Mining
1687,Intermediate,Fixed-Price,Google Docs
1688,Intermediate,Fixed-Price,Google Search
1689,Intermediate,Fixed-Price,Internet Research
1690,Intermediate,Fixed-Price,Data Mining
1691,Intermediate,Fixed-Price,Data Scraping
1692,Intermediate,Fixed-Price,Mozenda Scraper
1693,Intermediate,Fixed-Price,Regular Expressions
1694,Entry,Hourly,Data Analytics
1695,Entry,Hourly,Econometrics
1696,Entry,Hourly,Microsoft Excel
1697,Entry,Hourly,Stata
1698,Expert,Hourly,Computer Vision
1699,Expert,Hourly,Image Processing
1700,Expert,Hourly,OCR Tesseract
1701,Expert,Hourly,OpenCV
1702,Intermediate,Hourly,Bitcoin
1703,Intermediate,Hourly,Excel VBA
1704,Intermediate,Hourly,IMacros
1705,Intermediate,Fixed-Price,API Development
1706,Intermediate,Fixed-Price,Google Spreadsheets
1707,Intermediate,Fixed-Price,HTML
1708,Intermediate,Fixed-Price,Microsoft Excel
1709,Expert,Hourly,Bash Shell Scripting
1710,Expert,Hourly,Unix Shell
1711,Intermediate,Hourly,Data Mining
1712,Intermediate,Hourly,Data Scraping
1713,Intermediate,Hourly,Web Crawler
1714,Intermediate,Fixed-Price,Amazon Web Services
1715,Intermediate,Fixed-Price,BitBucket
1716,Intermediate,Fixed-Price,Django
1717,Intermediate,Fixed-Price,Jenkins
1718,Intermediate,Fixed-Price,Jupyter
1719,Intermediate,Fixed-Price,PostgreSQL Programming
1720,Intermediate,Fixed-Price,Python
1721,Intermediate,Hourly,Data Mining
1722,Intermediate,Fixed-Price,C#
1723,Intermediate,Fixed-Price,Digital Signal Processing
1724,Intermediate,Fixed-Price,Microsoft Excel
1725,Expert,Fixed-Price,Data Analytics
1726,Expert,Fixed-Price,Excel VBA
1727,Expert,Fixed-Price,Microsoft Excel
1728,Expert,Fixed-Price,SQL
1729,Expert,Fixed-Price,SQL Programming
1730,Intermediate,Fixed-Price,Data Entry
1731,Intermediate,Fixed-Price,Financial Analysis
1732,Intermediate,Fixed-Price,Financial Modeling
1733,Intermediate,Fixed-Price,Microsoft Excel
1734,Intermediate,Fixed-Price,Statistics
1735,Intermediate,Fixed-Price,Stock Management
1736,Intermediate,Hourly,Internet Research
1737,Intermediate,Hourly,Research
1738,Intermediate,Fixed-Price,Data Entry
1739,Intermediate,Fixed-Price,Data Scraping
1740,Intermediate,Fixed-Price,Lead Generation
1741,Intermediate,Fixed-Price,Microsoft Excel
1742,Intermediate,Hourly,Data Mining
1743,Expert,Hourly,EasyLanguage
1744,Expert,Hourly,Lua
1745,Expert,Hourly,MetaTrader 4 (MT4)
1746,Expert,Hourly,NinjaTrader
1747,Expert,Hourly,TradeStation
1748,Intermediate,Hourly,App Usability Analysis
1749,Intermediate,Hourly,Usability Testing
1750,Expert,Fixed-Price,Analytics
1751,Expert,Fixed-Price,Data Entry
1752,Intermediate,Hourly,Microsoft Power BI
1753,Entry,Hourly,Chinese
1754,Entry,Hourly,Data Entry
1755,Expert,Hourly,API Development
1756,Expert,Hourly,Business Intelligence
1757,Expert,Hourly,Mapinfo
1758,Expert,Hourly,Microsoft Excel
1759,Expert,Hourly,Microsoft Excel PowerPivot
1760,Expert,Fixed-Price,Data Visualization
1761,Expert,Fixed-Price,Machine Learning
1762,Expert,Fixed-Price,Microsoft Power BI
1763,Expert,Fixed-Price,Microsoft Windows Azure
1764,Expert,Hourly,Business Intelligence
1765,Expert,Hourly,Data Analytics
1766,Expert,Hourly,Data Visualization
1767,Expert,Hourly,"""Extract, Transform and Load (ETL)"""
1768,Expert,Hourly,Microsoft Excel
1769,Expert,Hourly,Microsoft Power BI
1770,Intermediate,Hourly,Statistics
1771,Intermediate,Fixed-Price,Analytics
1772,Intermediate,Fixed-Price,Machine Learning
1773,Intermediate,Fixed-Price,Python
1774,Intermediate,Fixed-Price,R
1775,Intermediate,Hourly,Data Mining
1776,Intermediate,Hourly,Data Science
1777,Intermediate,Hourly,Database Design
1778,Intermediate,Hourly,Machine Learning
1779,Intermediate,Hourly,Statistics
1780,Intermediate,Hourly,Teaching Algebra
1781,Intermediate,Hourly,Apache Spark
1782,Intermediate,Hourly,Data Science
1783,Intermediate,Hourly,Machine Learning
1784,Intermediate,Hourly,Python
1785,Intermediate,Hourly,R
1786,Intermediate,Hourly,Scikit-Learn
1787,Intermediate,Hourly,Data Scraping
1788,Intermediate,Hourly,Web Scraping
1789,Entry,Hourly,Economics
1790,Expert,Hourly,Excel VBA
1791,Expert,Fixed-Price,d3.js
1792,Expert,Fixed-Price,Microsoft Power BI
1793,Expert,Fixed-Price,MicroStrategy
1794,Intermediate,Fixed-Price,Data Analytics
1795,Intermediate,Fixed-Price,Data Science
1796,Intermediate,Fixed-Price,Data Visualization
1797,Intermediate,Fixed-Price,Microsoft Excel
1798,Intermediate,Fixed-Price,Statistics
1799,Intermediate,Fixed-Price,Tableau Software
1800,Expert,Hourly,Biostatistics
1801,Expert,Hourly,SAS
1802,Expert,Hourly,Statistics
1803,Entry,Fixed-Price,Pipedrive
1804,Intermediate,Fixed-Price,Excel VBA
1805,Intermediate,Fixed-Price,Data Mining
1806,Intermediate,Fixed-Price,Data Scraping
1807,Entry,Hourly,Amazon Webstore
1808,Entry,Hourly,WordPress
1809,Expert,Hourly,Machine Learning
1810,Expert,Hourly,Python
1811,Expert,Hourly,Quantitative Analysis
1812,Entry,Hourly,Data Modeling
1813,Intermediate,Fixed-Price,Data Entry
1814,Intermediate,Fixed-Price,Google Spreadsheets
1815,Intermediate,Fixed-Price,Microsoft Excel
1816,Expert,Fixed-Price,Conversion Rate Optimization
1817,Expert,Fixed-Price,Search Engine Optimization (SEO)
1818,Expert,Fixed-Price,SEO Audit
1819,Expert,Fixed-Price,SEO Keyword Research
1820,Intermediate,Fixed-Price,Data Analytics
1821,Intermediate,Fixed-Price,Mathematics
1822,Intermediate,Fixed-Price,MATLAB
1823,Expert,Fixed-Price,Artificial Neural Networks
1824,Expert,Fixed-Price,Deep Learning
1825,Expert,Fixed-Price,Image Processing
1826,Expert,Fixed-Price,Machine Learning
1827,Expert,Fixed-Price,Python
1828,Expert,Fixed-Price,TensorFlow
1829,Intermediate,Hourly,Bitcoin
1830,Intermediate,Hourly,Excel VBA
1831,Intermediate,Hourly,Microsoft Excel
1832,Intermediate,Fixed-Price,Excel VBA
1833,Intermediate,Fixed-Price,MATLAB
1834,Intermediate,Fixed-Price,Microsoft Excel
1835,Expert,Hourly,Analytics
1836,Expert,Hourly,Data Visualization
1837,Expert,Hourly,Microsoft Power BI
1838,Expert,Hourly,SQL
1839,Intermediate,Fixed-Price,Data Entry
1840,Intermediate,Fixed-Price,Data Mining
1841,Intermediate,Fixed-Price,Data Scraping
1842,Intermediate,Fixed-Price,Microsoft Excel
1843,Intermediate,Fixed-Price,Data Entry
1844,Intermediate,Fixed-Price,Data Mining
1845,Intermediate,Fixed-Price,Data Scraping
1846,Intermediate,Fixed-Price,Analytics
1847,Intermediate,Fixed-Price,IBM SPSS
1848,Intermediate,Fixed-Price,Stata
1849,Intermediate,Hourly,Algorithm Development
1850,Intermediate,Hourly,Algorithms
1851,Intermediate,Hourly,Foreign Exchange Trading
1852,Intermediate,Hourly,MongoDB
1853,Intermediate,Hourly,Python
1854,Intermediate,Hourly,Microsoft Excel
1855,Entry,Fixed-Price,Data Analytics
1856,Entry,Fixed-Price,Mathematics
1857,Entry,Fixed-Price,Quantitative Analysis
1858,Entry,Fixed-Price,Statistics
1859,Expert,Fixed-Price,Database Design
1860,Expert,Fixed-Price,Intuit QuickBooks
1861,Expert,Fixed-Price,Microsoft SQL Server Administration
1862,Expert,Fixed-Price,SQL
1863,Expert,Fixed-Price,SQL Server Integration Services (SSIS)
1864,Entry,Fixed-Price,Data Entry
1865,Entry,Fixed-Price,Data Scraping
1866,Entry,Fixed-Price,Internet Research
1867,Entry,Fixed-Price,Microsoft Excel
1868,Intermediate,Hourly,Data Analytics
1869,Intermediate,Hourly,Data Science
1870,Intermediate,Hourly,Machine Learning
1871,Expert,Hourly,Machine Learning
1872,Expert,Hourly,OCR Algorithms
1873,Expert,Hourly,OCR Tesseract
1874,Entry,Fixed-Price,Data Mining
1875,Entry,Fixed-Price,Data Scraping
1876,Expert,Hourly,CSS
1877,Expert,Hourly,Data Visualization
1878,Expert,Hourly,JavaScript
1879,Expert,Hourly,User Interface Design
1880,Intermediate,Fixed-Price,Business Intelligence
1881,Intermediate,Fixed-Price,QlikTech QlikView
1882,Expert,Fixed-Price,Google Tag Manager
1883,Intermediate,Hourly,Data Analytics
1884,Intermediate,Hourly,Data Entry
1885,Intermediate,Hourly,"""Extract, Transform and Load (ETL)"""
1886,Intermediate,Hourly,Excel VBA
1887,Intermediate,Hourly,IMacros
1888,Intermediate,Hourly,Microsoft Excel
1889,Intermediate,Hourly,Microsoft Excel PowerPivot
1890,Intermediate,Hourly,VBA
1891,Entry,Hourly,Data Mining
1892,Entry,Hourly,Data Scraping
1893,Entry,Hourly,Analytics
1894,Entry,Hourly,Data Analytics
1895,Entry,Hourly,Data Entry
1896,Entry,Hourly,Facebook Marketing
1897,Entry,Hourly,Internet Research
1898,Entry,Hourly,Market Research
1899,Entry,Hourly,Social Media Marketing
1900,Intermediate,Fixed-Price,Machine Learning
1901,Intermediate,Fixed-Price,MATLAB
1902,Expert,Hourly,API Development
1903,Expert,Hourly,API Documentation
1904,Expert,Hourly,Data Analytics
1905,Expert,Hourly,Data Science
1906,Expert,Hourly,Google Analytics
1907,Expert,Hourly,Google Analytics API
1908,Entry,Hourly,Data Entry
1909,Entry,Hourly,Data Mining
1910,Entry,Hourly,Internet Research
1911,Entry,Hourly,Microsoft Excel
1912,Entry,Hourly,R
1913,Entry,Hourly,Virtual Assistant
1914,Expert,Hourly,Amazon Web Services
1915,Expert,Hourly,Chef
1916,Expert,Hourly,Java
1917,Expert,Hourly,Node.js
1918,Expert,Hourly,Project Management
1919,Entry,Hourly,Cognos
1920,Entry,Hourly,Data Analytics
1921,Entry,Hourly,Financial Reporting
1922,Entry,Hourly,Microsoft Excel
1923,Entry,Hourly,Microsoft Excel PowerPivot
1924,Intermediate,Fixed-Price,Machine Learning
1925,Intermediate,Fixed-Price,3D Modeling
1926,Intermediate,Fixed-Price,ANSYS
1927,Intermediate,Fixed-Price,Big Data
1928,Intermediate,Fixed-Price,Excel VBA
1929,Intermediate,Fixed-Price,MongoDB
1930,Intermediate,Fixed-Price,SQL CLR
1931,Expert,Hourly,Financial Modeling
1932,Expert,Hourly,Investment Research
1933,Expert,Hourly,Quantitative Analysis
1934,Entry,Hourly,Data Entry
1935,Intermediate,Hourly,Image Processing
1936,Intermediate,Hourly,API Development
1937,Intermediate,Hourly,Data Visualization
1938,Intermediate,Hourly,Machine Learning
1939,Intermediate,Hourly,Natural Language Processing
1940,Intermediate,Hourly,Python
1941,Intermediate,Hourly,Scikit-Learn
1942,Expert,Hourly,Adaptive Algorithms
1943,Intermediate,Fixed-Price,Data Analytics
1944,Intermediate,Fixed-Price,Qualitative Research
1945,Intermediate,Fixed-Price,Research
1946,Expert,Fixed-Price,Data Mining
1947,Intermediate,Hourly,Data Analytics
1948,Intermediate,Hourly,Financial Analysis
1949,Intermediate,Hourly,Foreign Exchange Trading
1950,Intermediate,Hourly,Technical Analysis
1951,Intermediate,Hourly,Virtual Currency
1952,Intermediate,Hourly,Tableau Software
1953,Intermediate,Hourly,Atlas
1954,Intermediate,Hourly,DoubleClick for Publishers
1955,Intermediate,Hourly,Google Analytics
1956,Intermediate,Hourly,Microsoft Excel
1957,Intermediate,Hourly,Data Entry
1958,Intermediate,Hourly,JSON
1959,Intermediate,Hourly,Podio
1960,Intermediate,Hourly,Virtual Assistant
1961,Entry,Fixed-Price,Data Analytics
1962,Entry,Fixed-Price,Data Visualization
1963,Entry,Fixed-Price,Excel VBA
1964,Entry,Fixed-Price,Microsoft Excel
1965,Entry,Fixed-Price,Microsoft Excel PowerPivot
1966,Entry,Fixed-Price,Microsoft Power BI
1967,Intermediate,Hourly,Business Intelligence
1968,Intermediate,Hourly,Data Analytics
1969,Intermediate,Hourly,Data Visualization
1970,Intermediate,Hourly,Drawing
1971,Intermediate,Hourly,Infographics
1972,Intermediate,Hourly,Tableau Software
1973,Intermediate,Hourly,Visualization
1974,Expert,Hourly,Deep Learning
1975,Expert,Hourly,Image Processing
1976,Expert,Hourly,Machine Learning
1977,Expert,Hourly,Python
1978,Expert,Fixed-Price,SAP Crystal Reports
1979,Expert,Fixed-Price,Oracle PL/SQL
1980,Expert,Hourly,Data Warehousing
1981,Expert,Hourly,"""Extract, Transform and Load (ETL)"""
1982,Expert,Hourly,Excel VBA
1983,Expert,Hourly,Microsoft Excel
1984,Expert,Hourly,VBA
1985,Entry,Hourly,Microsoft Excel
1986,Entry,Fixed-Price,Data Entry
1987,Entry,Fixed-Price,Microsoft Excel
1988,Entry,Fixed-Price,SEO Keyword Research
1989,Expert,Fixed-Price,Business Analysis
1990,Expert,Fixed-Price,Customer Support
1991,Expert,Fixed-Price,Data Science
1992,Expert,Fixed-Price,Market Analysis
1993,Expert,Fixed-Price,Excel VBA
1994,Expert,Fixed-Price,Microsoft Excel
1995,Expert,Hourly,Web Crawling
1996,Expert,Hourly,Data Extraction
1997,Expert,Hourly,Data Scraping
1998,Expert,Hourly,Web Scraping
1999,Entry,Fixed-Price,Graph Databases
2000,Entry,Fixed-Price,Statistical Computing
2001,Intermediate,Fixed-Price,Data Extraction
2002,Intermediate,Fixed-Price,Data Scraping
2003,Entry,Hourly,Email Marketing
2004,Entry,Hourly,Internet Research
2005,Entry,Hourly,Research
2006,Entry,Fixed-Price,Amazon Webstore
2007,Entry,Fixed-Price,Microsoft Excel
2008,Entry,Hourly,Equity Research
2009,Entry,Hourly,Security Analysis
2010,Expert,Hourly,Analytics
2011,Expert,Hourly,Data Extraction
2012,Expert,Hourly,Facebook Development
2013,Expert,Hourly,Psychometric Examination
2014,Expert,Fixed-Price,Magento
2015,Expert,Fixed-Price,PHP
2016,Expert,Fixed-Price,Responsive Web Design
2017,Expert,Fixed-Price,Shopify
2018,Expert,Fixed-Price,WordPress
2019,Intermediate,Hourly,Data Analytics
2020,Intermediate,Hourly,Qualitative Research
2021,Intermediate,Hourly,Microsoft Excel
2022,Intermediate,Hourly,Google Apps API
2023,Intermediate,Hourly,Python
2024,Expert,Fixed-Price,Amazon MWS
2025,Expert,Fixed-Price,Amazon Web Services
2026,Expert,Fixed-Price,SQL Programming
2027,Intermediate,Fixed-Price,Big Data
